Customer Account,Customer Bank,Amount of Transfer,Offshore Transfer,Customer Account Age,Customer Nationality,Suspicious activity found in previous transactions,KYC Complied,Receivers Account,Receivers Bank,Frequency of transaction in last 30 days,Source country,Receiving country,Transaction Type,Average Transaction Amount,Transaction Amount Relative to Average,Is Laundering
D349DD70E,75,111993.27,1,26.12,USA,0,1,FAA3792BD,12,3.0,Canada,USA,Bitcoin,182241.18285714282,0.5236264835775315,0
D349DD70E,75,9536.36,1,16.52,UK,0,1,3A783175A,51,5.0,Canada,USA,Wire,160653.08,0.02964092700684544,0
D349DD70E,75,66795.97,1,12.22,India,0,1,45D65B7D3,32,4.0,Canada,UK,Wire,150224.5122222222,0.37913450631281775,0
6ACF58DC1,75,18155.75,1,19.12,USA,0,0,FE984BFCE,74,1.0,UK,USA,Bitcoin,18155.75,1.0878133996448087,1
6ACF58DC1,75,29418.44,1,9.98,USA,0,1,474E23A87,18,7.0,UK,India,Wire,23787.095,1.2970510914716504,0
6ACF58DC1,75,4366.54,1,20.84,USA,0,1,C14150BCC,15,1.0,UK,USA,ACH,17313.576666666668,0.1975026170315584,0
6ACF58DC1,75,19897.06,1,25.6,USA,0,0,7EA5544AA,66,6.0,UK,India,ACH,17959.447500000002,1.1765643360777613,0
6ACF58DC1,75,8444.42,0,14.62,Switzerland,1,1,3E5E2840B,52,6.0,UK,UK,ACH,16056.442000000001,0.6228362126344804,1
7E902FEB2,75,18760.36,1,11.91,USA,0,1,3B336BAAA,25,6.0,USA,UK,Credit Card,18760.36,1.0943543764237296,0
7E902FEB2,75,1451.14,1,5.99,UK,1,1,97A3B3574,62,5.0,USA,UK,Bitcoin,10105.75,0.10586786581983319,0
7E902FEB2,75,6971.05,1,2.22,India,0,0,BFE86A6FD,8,1.0,USA,India,ACH,9060.85,0.8177097593351621,0
1443243BE,75,3670.45,1,3.25,USA,0,1,77D2E7ADB,63,5.0,UK,USA,ACH,3670.45,1.0018125218581682,0
1443243BE,75,384513.0,1,21.85,USA,0,1,BA19839D6,2,5.0,UK,USA,Credit Card,194091.725,1.9275416036895159,1
1443243BE,75,6479.28,1,2.19,Switzerland,0,1,31A3488F9,20,5.0,UK,USA,Wire,131554.24333333335,0.1406485881297411,0
0842EEEC9,75,271784.53,1,2.38,USA,0,1,7AC9BE2E1,7,6.0,UK,India,ACH,271784.53,0.9027313206717023,0
0842EEEC9,75,9474.5,0,17.3,UK,0,1,423ABB05D,21,5.0,UK,UK,ACH,140629.515,0.11520793092077967,0
0842EEEC9,75,15058.42,1,8.74,UK,0,1,2F7AE5D91,29,4.0,UK,USA,ACH,98772.48333333334,0.13297930250549395,0
0842EEEC9,75,44556.55,0,10.85,UK,0,1,003A203A9,64,7.0,UK,UK,Credit Card,85218.5,0.5479664691603714,0
0AE2AEE19,75,25300.8,1,27.08,USA,0,0,21B93DF52,10,3.0,USA,Canada,ACH,25300.8,0.9223173550000915,0
0AE2AEE19,75,10650.67,0,24.1,USA,0,1,B9F998247,29,5.0,USA,USA,ACH,17975.735,0.615792563581368,0
0AE2AEE19,75,61041.14,1,24.58,USA,0,1,5E57D85AC,67,6.0,USA,Canada,Credit Card,32330.87,1.8633597648188513,0
0AE2AEE19,75,26087.15,0,5.3,UAE,0,1,C62DEF198,90,3.0,USA,USA,ACH,30769.940000000002,0.918970671878242,0
0AE2AEE19,75,9834.93,0,10.02,Canada,0,1,E80ABFF5B,24,7.0,USA,USA,ACH,26582.938000000002,0.3697049575018003,0
0AE2AEE19,75,42769.0,1,22.42,USA,0,1,3569CD0F4,6,1.0,USA,UK,Credit Card,29280.615,1.5420154706750875,0
0AE2AEE19,75,26434.0,0,3.13,USA,0,1,9D806EBE8,33,8.0,USA,USA,Wire,28873.955714285716,0.9849446175699282,0
83BBC6714,76,6202.24,1,25.12,India,0,1,D01E2ADE5,93,7.0,UK,USA,Credit Card,6202.24,1.0823499736912123,0
83BBC6714,76,163062.9,1,6.27,USA,0,1,CC0C1BD92,58,3.0,UK,USA,ACH,84632.56999999999,1.935893140974407,0
83BBC6714,76,4311.63,1,8.64,UK,0,1,78EB6ED50,5,4.0,UK,USA,ACH,57858.92333333333,0.03146217975141922,0
83BBC6714,76,534.1,1,24.37,USA,0,1,44A5BEA43,73,2.0,UK,India,Wire,43527.7175,0.002591537106728218,0
83BBC6714,76,55939.02,1,28.08,Canada,0,1,B7EDE8020,13,9.0,UK,USA,ACH,46009.977999999996,1.162781275100179,0
83BBC6714,76,11743.0,0,3.6,Canada,0,1,0CC5EAA71,20,5.0,UK,UK,Wire,40298.814999999995,0.21206956781111808,0
83BBC6714,76,256375.91,0,14.67,USA,0,1,D97A883F5,16,5.0,UK,UK,ACH,71166.97142857143,3.6892289220222914,0
83BBC6714,76,62141.43,0,15.13,UK,0,1,1AFD72A10,12,3.0,UK,UK,ACH,70038.77875,0.8131505950140477,0
24CB5B007,76,6350.12,1,7.39,USA,0,1,79C27EC6D,22,2.0,UK,Switzerland,Wire,6350.12,0.915581056129573,0
24CB5B007,76,69419.48,1,9.08,India,0,1,15928B38D,78,3.0,UK,USA,Wire,37884.799999999996,1.8145202845191242,0
24CB5B007,76,46965.13,1,27.1,USA,0,1,7B017CF07,7,6.0,UK,USA,Credit Card,40911.57666666666,1.2370409359495835,0
24CB5B007,76,27277.54,1,22.76,USA,1,1,9962A1648,12,7.0,UK,USA,Reinvestment,37503.0675,0.8135259174808258,1
24CB5B007,76,4236.14,1,21.72,India,0,1,0526607D7,1,8.0,UK,USA,ACH,30849.682,0.05925711552431648,0
24CB5B007,76,14865.5,1,9.31,UK,1,1,AB10D3F7A,42,7.0,UK,USA,ACH,28185.65166666667,0.5363790915919124,1
C9C660551,76,2754.42,1,8.93,UAE,0,1,E0FCE06B6,8,10.0,USA,Canada,Bitcoin,2754.42,0.9645444496489217,0
C9C660551,76,29631.26,0,10.14,India,0,1,9A4D1F72C,65,8.0,USA,USA,Reinvestment,16192.84,1.7812478591816112,0
C9C660551,76,23643.97,1,17.79,India,1,0,E6F3B8604,90,5.0,USA,India,ACH,18676.55,1.3227540587838897,0
C9C660551,76,69486.61,1,1.32,UK,0,0,50E84D81D,67,2.0,USA,UK,Credit Card,31379.065000000002,2.281287098936797,0
C9C660551,76,125864.71,0,21.66,UK,1,0,E90D9D7B5,92,3.0,USA,USA,ACH,50276.194,2.4233283797374865,0
C9C660551,76,17891.04,1,18.33,USA,0,1,53DB59827,98,3.0,USA,India,Credit Card,44878.668333333335,0.4609406642164421,1
C9C660551,76,53699.87,1,27.69,UAE,1,1,20BDA8551,1,5.0,USA,UK,ACH,46138.840000000004,1.23979525458853,1
C9C660551,76,12625.47,1,17.4,India,0,1,5B969E5A6,52,5.0,USA,India,Wire,41949.66875,0.2466691827929464,0
C9C660551,76,20269.29,1,16.34,USA,0,1,EFE41D0B9,75,5.0,USA,Canada,ACH,39540.73777777777,0.5790215186762836,0
C9C660551,76,13503.79,1,27.97,UK,0,0,D9AF1778D,50,6.0,USA,UK,Reinvestment,36937.04299999999,0.28873636277220477,1
EDE797B47,76,9650.74,1,3.94,USA,0,0,A553B0E65,57,5.0,UK,USA,Wire,9650.74,0.9911443612615766,0
EDE797B47,76,8429.32,0,18.14,USA,0,0,0851F8474,51,1.0,UK,UK,ACH,9040.029999999999,0.9400528717986192,0
EDE797B47,76,8174.83,1,6.45,USA,0,0,AD36999CB,95,6.0,UK,USA,ACH,8751.63,0.8903134911412207,1
EDE797B47,76,19437.16,1,21.71,USA,0,0,F03BFCE45,42,5.0,UK,India,Reinvestment,11423.0125,1.604158497852549,0
EDE797B47,76,36762.36,1,8.87,Canada,0,1,12B84BC06,97,5.0,UK,India,Credit Card,16490.882,2.2131591458468027,0
345798962,76,73927.56,1,23.89,USA,0,1,E2EA5478F,71,4.0,India,USA,ACH,73927.56,1.0400534757286968,0
345798962,76,3733.5,1,28.85,USA,1,0,442FEC871,92,7.0,India,UAE,Wire,38830.53,0.06620435586500266,1
345798962,76,75351.01,1,27.43,UK,1,1,0D59B5C4B,85,4.0,India,USA,Credit Card,51004.02333333334,1.3861742229118106,0
345798962,76,27546.98,1,25.76,India,0,1,8B94DF49B,53,4.0,India,USA,ACH,45139.762500000004,0.6667152459757753,0
345798962,76,22106.65,1,23.49,USA,0,1,7056D4E7B,37,8.0,India,USA,ACH,40533.14,0.5638031165111793,0
345798962,76,8514.04,1,2.35,UK,0,1,281FED699,9,4.0,India,USA,ACH,35196.62333333334,0.3049884726097075,0
345798962,76,31638.39,1,6.43,UK,0,1,9C8D14A35,90,2.0,India,USA,ACH,34688.30428571429,0.9463115190740954,0
4E3374C12,76,10730.75,0,25.29,UK,0,0,C196B43F2,67,7.0,USA,USA,Bitcoin,10730.75,1.0795610943773875,0
4E3374C12,76,11370.56,1,2.74,USA,1,1,A30A855F2,52,11.0,USA,Canada,ACH,11050.654999999999,1.0708454177482893,0
4E3374C12,76,18647.8,1,18.8,India,0,0,6DC5A8CBA,27,3.0,USA,India,ACH,13583.036666666667,1.436555979288311,0
4E3374C12,76,16023.94,0,10.25,Canada,0,1,49CF6BE6E,46,3.0,USA,USA,ACH,14193.2625,1.078297818948135,0
A85E558CC,76,3498.98,1,8.44,USA,0,1,8C14D7CFC,26,5.0,UK,India,Credit Card,3498.98,0.9309077492384734,0
A85E558CC,76,23929.88,1,22.67,Canada,0,1,1150A56B1,35,3.0,UK,Canada,ACH,13714.43,1.8228599587376015,0
A85E558CC,76,28742.17,1,17.6,USA,0,1,0DDF14A6F,70,9.0,UK,Canada,Wire,18723.676666666666,1.5420382682131195,0
A85E558CC,76,3426.28,1,16.21,UK,0,1,7030A79D4,11,5.0,UK,India,ACH,14899.3275,0.14194374188891967,1
A85E558CC,76,14591.12,1,14.69,Canada,0,0,554B77E66,72,5.0,UK,USA,Bitcoin,14837.685999999998,0.9257246709494676,0
A85E558CC,76,89337.87,1,27.52,UK,0,1,CA862EA08,66,4.0,UK,USA,Credit Card,27254.38333333333,3.189625182188166,0
A85E558CC,76,185483.82,1,11.54,USA,0,0,6B4BF92C9,26,2.0,UK,India,Credit Card,49858.58857142857,3.6467816261066766,1
A85E558CC,76,8081.05,1,14.09,USA,0,1,84BF90662,61,10.0,UK,India,Wire,44636.39625,0.2653781540545307,0
A85E558CC,76,133271.35,1,17.72,UK,0,1,2DF59B82E,11,6.0,UK,Canada,Credit Card,54484.724444444444,2.457441984260555,0
A85E558CC,76,352078.9,1,26.76,USA,0,1,A99B19311,71,7.0,UK,USA,ACH,84244.142,4.093869163041378,1
997314342,76,628.15,1,20.41,UK,1,0,986D4F468,75,7.0,USA,Canada,ACH,628.15,0.9348302054115849,1
997314342,76,20493.75,1,7.34,USA,0,0,CEA741AA9,90,5.0,USA,India,Wire,10560.95,1.922259264815827,0
997314342,76,4042.26,0,21.71,USA,0,1,E17A532BD,16,2.0,USA,USA,ACH,8388.053333333335,0.48382830699058343,0
997314342,76,116645.48,1,22.91,UK,0,1,E1A75B944,39,4.0,USA,India,ACH,35452.41,3.2937079259710087,0
997314342,76,447.5,1,10.79,Canada,0,1,13AD8B54D,33,9.0,USA,UAE,Credit Card,28451.428000000004,0.11303115350711092,0
997314342,76,1063.51,0,9.44,UK,0,1,25E1D839A,73,13.0,USA,USA,ACH,23886.775000000005,0.03273867148997975,1
412DF26E0,76,17955.7,0,14.05,USA,1,0,BC496F15A,42,6.0,USA,USA,Credit Card,17955.7,1.051489284284173,0
412DF26E0,76,54431.5,0,3.94,USA,0,0,4A31089FD,81,3.0,USA,USA,Wire,36193.6,1.5229561085801142,0
412DF26E0,76,813.07,0,22.65,India,0,1,A10D8000A,89,3.0,USA,USA,Wire,24400.09,0.06935708979658772,0
412DF26E0,76,6262.06,1,21.94,USA,0,1,0BB0920F1,43,7.0,USA,UK,ACH,19865.5825,0.23104531562808805,0
BFDEF435B,76,49901.35,1,28.47,India,0,0,D5BF2E104,94,5.0,UAE,USA,Credit Card,49901.35,1.04940515876977,0
BFDEF435B,76,2303.15,1,25.39,Switzerland,1,1,D596DC854,82,7.0,UAE,USA,Credit Card,26102.25,0.1524799943327131,0
BFDEF435B,76,12405.15,1,6.59,India,0,1,85DA8EB7D,74,3.0,UAE,USA,Wire,21536.55,0.5957813773872965,0
BFDEF435B,76,37585.45,1,17.86,USA,0,1,B20EB0B91,1,2.0,UAE,USA,Bitcoin,25548.775,1.5100300527382373,0
BFDEF435B,76,537857.73,0,20.86,USA,0,1,ABDEA1DB9,82,3.0,UAE,UAE,Credit Card,128010.56599999999,4.17764745725452,0
BFDEF435B,76,6718.13,1,23.25,India,0,0,4E0191C7F,63,2.0,UAE,UK,Wire,107795.15999999999,0.07574754654026519,1
BFDEF435B,76,9180.52,1,17.87,India,0,1,E14059A75,6,3.0,UAE,India,Credit Card,93707.35428571429,0.1174138346476701,1
BFDEF435B,76,16404.22,1,23.93,UK,0,1,D99F1977A,100,2.0,UAE,India,Bitcoin,84044.4625,0.17687487958030995,0
BFDEF435B,76,10087.63,1,2.61,USA,0,1,76B5549AF,51,4.0,UAE,UK,Wire,75827.03666666667,0.16941721186033823,0
BFDEF435B,76,4101.37,1,12.29,India,0,1,CA708A381,61,2.0,UAE,India,Credit Card,68654.47,0.1253823310025971,0
99C4AB148,76,38640.86,1,10.01,USA,0,0,9AEFCBFDC,36,4.0,USA,Canada,Credit Card,38640.86,0.9294471910725888,0
99C4AB148,76,7718.93,0,8.07,India,0,1,0136EE9AA,49,9.0,USA,USA,ACH,23179.895,0.33465592985642073,0
99C4AB148,76,8011.23,1,14.81,USA,0,1,965DB9055,27,3.0,USA,UAE,ACH,18123.673333333336,0.49294039505585613,0
99C4AB148,76,23184.6,0,21.14,USA,0,0,EDF5B74BC,16,9.0,USA,USA,Wire,19388.905,1.156782319126205,0
99C4AB148,76,2999.37,0,3.57,UK,0,0,1B1DCAF76,24,6.0,USA,USA,ACH,16110.997999999998,0.24330750990422595,0
99C4AB148,76,107947.09,1,10.77,USA,1,1,D08C052A8,29,6.0,USA,UAE,ACH,31417.013333333332,3.4882736487876675,1
99C4AB148,76,10893.26,1,8.68,USA,0,1,7360D4222,74,3.0,USA,UK,ACH,28485.04857142857,0.3952069753846054,0
174CDCE6F,76,67443.5,0,12.67,India,0,1,4EA3B4603,21,4.0,UK,UK,Credit Card,67443.5,0.9402550807151634,0
174CDCE6F,76,6850.94,1,17.15,India,0,0,F2CA3A3A2,71,3.0,UK,USA,ACH,37147.22,0.27122500442469477,0
174CDCE6F,76,8573.92,0,12.06,UK,0,1,037B32C11,40,4.0,UK,UK,ACH,27622.786666666667,0.3534147895708502,1
174CDCE6F,76,882.45,1,25.68,UK,0,0,E8337D2F9,36,3.0,UK,India,ACH,20937.7025,0.02232027255347442,1
174CDCE6F,76,31612.99,1,10.53,UK,0,0,38D0BE6EF,22,5.0,UK,India,Wire,23072.760000000002,1.4184266687135163,0
FCF580CC0,76,66021.67,1,17.64,USA,0,0,273BAE217,12,5.0,Switzerland,India,ACH,66021.67,1.056658979360082,0
FCF580CC0,76,341579.94,1,28.93,USA,0,0,21E50CB80,14,7.0,Switzerland,USA,ACH,203800.805,1.6121538519437024,0
FCF580CC0,76,164892.58,1,8.33,UK,0,1,51D1702E2,82,8.0,Switzerland,USA,ACH,190831.39666666664,0.8498180417512924,1
FCF580CC0,76,3759.31,1,23.25,USA,0,0,C422F12DA,73,10.0,Switzerland,USA,ACH,144063.375,-0.029598860493988487,1
FCF580CC0,76,37500.1,1,6.19,UK,0,1,B033BCE3D,18,5.0,Switzerland,USA,ACH,122750.72,0.22013210718590548,0
FCF580CC0,76,2164.87,1,15.16,UK,0,1,D831A6569,25,0.01,Switzerland,Canada,ACH,102653.07833333332,-0.046816853627759385,0
FCF580CC0,76,12530.03,1,1.85,USA,1,1,D9236707B,50,4.0,Switzerland,Canada,Credit Card,89778.35714285714,0.1986916066196266,0
FCF580CC0,76,3042.36,1,12.32,India,0,1,D8571EB9C,63,6.0,Switzerland,UK,Wire,78936.3575,0.09005614552850322,0
FCF580CC0,76,77026.73,1,6.72,UK,1,0,DD92FE888,34,5.0,Switzerland,India,Wire,78724.17666666667,1.070975348945117,1
FCF580CC0,76,29395.82,1,2.84,USA,0,1,E4E823D1E,96,4.0,Switzerland,USA,Bitcoin,73791.34099999999,0.3087492112453707,0
6F8389410,76,710.98,1,2.55,USA,0,1,641A68F57,17,4.0,UK,India,ACH,710.98,0.9980524503671484,0
6F8389410,76,8780.76,0,1.5,India,0,1,37605A546,59,7.0,UK,UK,ACH,4745.87,1.7570704978484974,0
6F8389410,76,114006.59,1,4.95,UK,0,1,EF6B1C2AC,68,6.0,UK,USA,Credit Card,41166.11,2.8266726901241976,0
6F8389410,76,11477.67,0,8.33,UK,0,1,392608612,27,6.0,UK,UK,ACH,33744.0,0.34986518012435674,0
6F8389410,76,14146.7,0,4.43,USA,0,0,351D7BA54,92,7.0,UK,UK,Wire,29824.54,0.3799075943972301,0
6F8389410,76,3236.99,1,8.56,UK,0,1,FC39FB9EE,7,4.0,UK,USA,ACH,25393.281666666666,0.1336279945216539,1
6F8389410,76,185064.39,1,23.62,UK,0,1,CACE09581,8,4.0,UK,USA,Credit Card,48203.44,3.8310603127258447,0
6F8389410,76,19890.18,1,27.18,USA,0,1,A8685AB15,87,5.0,UK,USA,ACH,44664.2825,0.36116838723633915,0
6F8389410,76,8622.95,0,1.03,UK,0,0,F24B72450,15,2.0,UK,UK,Credit Card,40659.69,0.12449302330050291,0
06787D13D,76,38724.21,1,19.36,UK,0,0,E4988AEEE,58,2.0,Canada,USA,Wire,38724.21,0.9860748088808967,1
06787D13D,76,13431.91,1,27.72,Canada,0,0,F6894B5DF,94,8.0,Canada,USA,ACH,26078.059999999998,0.5348179809083774,0
06787D13D,76,15446.35,1,29.97,Canada,1,0,004C57FF1,35,2.0,Canada,USA,Credit Card,22534.156666666666,0.5880304040561494,0
06787D13D,76,3206.04,1,13.22,USA,0,1,59F864D5F,39,8.0,Canada,USA,ACH,17702.1275,0.09757567746755655,1
06787D13D,76,10986.07,1,2.0,UK,1,1,CC4422697,1,6.0,Canada,USA,Reinvestment,16358.915999999997,0.7631308402042017,0
F1B40B30E,76,11096.46,0,17.53,India,0,1,6B752A7A2,27,3.0,USA,USA,ACH,11096.46,0.986877365790977,0
F1B40B30E,76,6877.51,1,26.09,UK,0,0,165BC7776,81,4.0,USA,India,Credit Card,8986.985,0.7121322642547848,0
F1B40B30E,76,12112.09,1,18.03,Canada,0,1,7B4B472AC,74,5.0,USA,UK,ACH,10028.686666666666,1.218061244968665,0
F1B40B30E,76,10845.01,1,8.5,Canada,0,1,5337ECB99,27,6.0,USA,UK,Wire,10232.7675,1.0428618024296166,0
F1B40B30E,76,6772.46,0,5.47,UAE,1,1,C6C542451,67,2.0,USA,USA,ACH,9540.706,0.6444603496153491,1
F1B40B30E,76,23114.96,1,18.9,UK,0,1,439084D00,90,4.0,USA,India,ACH,11803.081666666665,1.884000473573022,0
F1B40B30E,76,31722.43,1,25.51,USA,0,1,FBDA04807,52,6.0,USA,Canada,ACH,14648.702857142855,2.2216883801004066,0
F1B40B30E,76,152583.51,0,13.26,India,0,1,5D8C4F258,14,10.0,USA,USA,Wire,31890.55375,4.744096534386848,1
F1B40B30E,76,101764.98,1,20.66,USA,0,0,5052A4867,7,6.0,USA,UK,ACH,39654.37888888889,2.5667723985281987,0
F1B40B30E,76,34036.64,1,10.33,Canada,1,1,39F3B7EA5,4,7.0,USA,Canada,Credit Card,39092.604999999996,0.7985974465672326,1
CC8A62DDF,76,49332.69,1,25.93,USA,0,1,6D44B1B02,66,5.0,USA,UK,Wire,49332.69,0.9525230312880453,0
CC8A62DDF,76,26119.37,0,4.43,USA,0,0,5BB98AFEC,36,4.0,USA,USA,ACH,37726.03,0.7711334898585178,1
CC8A62DDF,76,435607.29,0,12.26,UK,0,1,5070DAE6F,34,1.0,USA,USA,Wire,170353.11666666667,2.581926204490265,1
CC8A62DDF,76,100039.65,1,13.53,USA,0,0,3A026978D,79,1.0,USA,UK,ACH,152774.75,0.6656357905022363,0
CC8A62DDF,76,47840.02,1,8.17,Canada,0,1,560A1F309,83,8.0,USA,Canada,Credit Card,131787.804,0.35496717705916336,0
CC8A62DDF,76,8353.71,0,10.89,UK,0,1,296D6AE3B,89,5.0,USA,USA,Wire,111215.455,0.13985022589785018,1
CC8A62DDF,76,13593.52,1,17.75,USA,0,1,1E5EE25F3,22,6.0,USA,UK,ACH,97269.46428571429,0.07236446772691418,0
CC8A62DDF,76,129004.43,0,17.97,USA,0,1,D6DAAE097,46,2.0,USA,USA,Wire,101236.33499999999,1.258517427894899,0
A0721F396,76,102149.19,1,9.81,Canada,0,1,0DF789B34,36,6.0,UK,India,ACH,102149.19,1.0560520092213714,1
A0721F396,76,6632.63,1,29.47,Canada,0,0,C54BD999A,53,6.0,UK,USA,ACH,54390.91,0.11992764032412284,0
A0721F396,76,98369.08,1,5.84,Canada,0,1,0179CD5A4,97,4.0,UK,USA,Wire,69050.3,1.4753716788956093,0
A0721F396,76,4605.16,0,22.12,UK,0,1,0CB0023FF,96,4.0,UK,UK,ACH,52939.01500000001,0.054106831697477334,0
A0721F396,76,3576.86,0,18.64,UK,0,0,07E8EAEB3,3,6.0,UK,UK,Wire,43066.584,0.13074183146849172,0
A0721F396,76,10563.85,1,17.47,India,0,1,412D0C2AD,100,2.0,UK,Switzerland,Credit Card,37649.46166666667,0.3626093803147607,0
A0721F396,76,25152.68,1,24.98,UK,1,0,E9C1B9586,21,8.0,UK,USA,Credit Card,35864.20714285714,0.7882488827289156,1
A0721F396,76,3318.88,0,26.94,USA,0,0,7B8C907C5,98,6.0,UK,UK,Credit Card,31796.041250000002,0.07795965391977462,0
A0721F396,76,10217.77,0,21.1,UK,0,0,973A08E10,97,5.0,UK,UK,Credit Card,29398.45555555556,0.26241608486618573,0
A0721F396,76,11408.76,1,14.51,UK,0,0,7EAA449AB,88,6.0,UK,USA,Credit Card,27599.486000000004,0.509531700522023,1
D7297513F,76,38674.05,1,25.35,USA,0,1,522B91610,15,6.0,Canada,USA,ACH,38674.05,1.020133521563156,0
D7297513F,76,33461.87,0,22.42,UK,0,0,EBBA6E597,87,5.0,Canada,Canada,ACH,36067.96000000001,0.9843883828467308,0
D7297513F,76,7013.19,1,29.02,USA,0,1,2116F2F1D,88,7.0,Canada,UK,ACH,26383.03666666667,0.34676655802354117,0
D7297513F,76,2791.48,0,26.42,Switzerland,0,1,20AF57476,65,2.0,Canada,Canada,Credit Card,20485.147500000003,0.21970178508711924,0
D7297513F,76,9942.05,1,15.76,India,0,0,D82F89608,41,3.0,Canada,India,ACH,18376.528000000002,0.5667959117149132,1
45F701B11,76,43275.13,0,5.63,USA,0,1,C47721D95,53,4.0,UK,UK,ACH,43275.13,1.0612493309129,0
45F701B11,76,29225.32,1,23.71,USA,0,1,27155CFB0,61,2.0,UK,USA,ACH,36250.225,0.7904892474466759,0
45F701B11,76,135864.74,0,22.27,Switzerland,1,1,BC17CB5AB,26,3.0,UK,UK,Credit Card,69455.06333333334,1.9711593365797921,1
45F701B11,76,29666.69,1,20.66,Canada,0,1,8D69490E7,93,4.0,UK,USA,Wire,59507.97,0.5000399759821753,0
CA7080D07,76,70297.01,1,9.52,Switzerland,0,1,FD0ECE7E9,5,10.0,Canada,India,Credit Card,70297.01,0.9726592304035041,0
CA7080D07,76,269290.81,0,29.56,Canada,0,1,203F59620,95,2.0,Canada,Canada,Wire,169793.91,1.6062270550110684,0
CA7080D07,76,81058.23,1,16.99,UK,0,1,C162EC38E,48,4.0,Canada,UK,Wire,140215.35,0.6277925060058716,0
CA7080D07,76,17163.71,1,28.51,USA,0,1,9654C7938,69,5.0,Canada,UK,Credit Card,109452.44,0.15880252131479994,0
CA7080D07,76,36462.46,1,3.91,UK,0,1,A4CC71E21,65,7.0,Canada,India,ACH,94854.444,0.3075891103983256,1
CA7080D07,76,42333.34,1,18.47,UK,0,1,867769EA4,24,7.0,Canada,India,Credit Card,86100.92666666668,0.471315141648422,0
417BB3336,76,63173.51,1,1.82,USA,1,0,A0A28E8CA,86,8.0,USA,India,ACH,63173.51,0.9672161230239819,1
417BB3336,76,22633.94,1,13.17,UK,1,1,AA6619688,12,5.0,USA,Canada,ACH,42903.725,0.4376112975697688,1
417BB3336,76,109174.17,1,21.9,UK,0,0,EF1CEAC54,69,3.0,USA,UK,Wire,64993.87333333333,1.6531697382474535,0
417BB3336,76,26647.16,1,26.01,USA,0,1,F9340A217,60,7.0,USA,UK,ACH,55407.195,0.5524089954089265,0
417BB3336,76,95631.81,0,4.42,India,0,0,AABC6B973,91,10.0,USA,USA,ACH,63452.117999999995,1.4848330745609353,1
417BB3336,76,8629.01,0,13.96,UK,0,0,FC2B27396,60,2.0,USA,USA,ACH,54314.93333333333,0.14499537424768705,0
417BB3336,76,8469.79,0,28.73,India,0,1,557223E6C,15,4.0,USA,USA,Reinvestment,47765.627142857134,0.19195531175332003,0
504F5333C,76,16462.86,1,9.21,UK,0,1,4BF6D032A,29,4.0,UK,USA,Wire,16462.86,1.0907772982102524,0
504F5333C,76,243336.24,0,17.13,USA,0,1,3685EBAFB,24,5.0,UK,UK,Wire,129899.54999999999,1.9330336340826606,0
504F5333C,76,34716.77,0,22.09,USA,0,1,505B94119,27,2.0,UK,UK,ACH,98171.95666666667,0.2637104475440453,0
504F5333C,76,5050.34,0,24.92,India,0,1,4C021BA17,30,4.0,UK,UK,Bitcoin,74891.5525,0.0856393475307377,0
08AC0EF05,76,15019.29,1,1.38,UK,0,1,C1545C5C1,70,4.0,Canada,UK,Credit Card,15019.29,1.0625191362685507,0
08AC0EF05,76,82425.63,1,9.58,USA,0,1,7E1F28C1E,76,3.0,Canada,USA,Wire,48722.46000000001,1.6441213618266417,0
08AC0EF05,76,31502.6,0,9.7,UK,0,1,650E2517E,61,6.0,Canada,Canada,ACH,42982.506666666675,0.7665572139109709,0
2B2DD10A6,76,211396.77,1,7.17,USA,0,1,B6B89A5FA,39,7.0,UK,USA,Credit Card,211396.77,1.0339592708161882,1
2B2DD10A6,76,141440.85,0,4.54,UK,1,0,DE89FEA1B,60,5.0,UK,UK,ACH,176418.81,0.7188174219597051,0
2B2DD10A6,76,48106.95,0,25.17,USA,0,1,EB64A7459,72,3.0,UK,UK,Wire,133648.19,0.2781729109855852,0
2B2DD10A6,76,91739.26,0,7.77,India,0,1,B0FF33331,77,4.0,UK,UK,ACH,123170.9575,0.7683117032509553,0
2B2DD10A6,76,33710.61,1,18.14,Canada,0,1,BC3911002,89,7.0,UK,USA,Wire,105278.888,0.29730223278925016,0
4770C7469,76,4295.63,1,17.13,UK,0,1,F301103A6,60,2.0,UK,USA,Credit Card,4295.63,1.0035891266001753,0
4770C7469,76,18476.63,1,14.78,UK,0,0,F51977100,96,4.0,UK,USA,ACH,11386.130000000001,1.5389717988719132,0
4770C7469,76,54508.79,0,1.49,India,0,1,08098E3DD,4,6.0,UK,UK,Reinvestment,25760.350000000002,2.1911127893414695,0
4770C7469,76,9616.75,1,25.71,USA,0,1,EF732F150,58,3.0,UK,UAE,ACH,21724.45,0.4801518379600222,0
4770C7469,76,7427.19,1,25.56,India,0,1,4F155B716,38,5.0,UK,USA,Reinvestment,18864.998,0.37383786261296825,0
4770C7469,76,16734.47,1,29.53,India,0,1,C3F0829CD,64,4.0,UK,Switzerland,ACH,18509.91,0.8118274195872385,0
4770C7469,76,40048.28,0,19.09,UK,0,1,8B4084A93,96,6.0,UK,UK,Reinvestment,21586.82,1.8602826118257547,0
4770C7469,76,56130.81,0,8.23,USA,1,0,50194EAAB,64,5.0,UK,UK,Credit Card,25904.81875,2.111261730194643,1
